Brand,Mobile Name,Front Camera (in MP),Primary Camera (in MP),Memory,RAM,Processor Performance,Battery Power(in mAh),Screen Height,Screen Width,Ratings,Price,Mobile Category,Price Range
Samsung,Galaxy Note 20,32,200,512,8,5.0,1487.0,2460,1080,4.4,90392.57,Midrange,90000-100000
Realme,Realme GT Neo 5,32,200,1024,8,4.0,1348.0,2340,1080,3.5,90095.57,Midrange,90000-100000
Oneplus,OnePlus 9 Pro,32,200,512,12,5.0,1452.0,2460,1080,4.2,89893.62,Midrange,80000-90000
Vivo,Vivo X90 Pro+,32,200,256,8,5.0,1109.0,2460,1080,3.1,89576.12,Midrange,80000-90000
Realme,Realme GT Neo 5,32,200,512,16,4.0,1348.0,2340,1080,3.7,89512.32,Midrange,80000-90000
Vivo,Vivo X90,32,200,256,12,5.0,1531.5,2460,1080,4.1,89486.52,Midrange,80000-90000
Vivo,Vivo X90 Pro+,32,200,512,12,5.0,1109.0,2460,1080,4.6,89163.2,Midrange,80000-90000
RedMi,Redmi Note 12 Pro,32,200,256,16,5.0,1395.0,2340,1080,4.5,89125.88,Midrange,80000-90000
Vivo,Vivo X90 Pro,32,200,512,12,4.0,1413.0,2400,1080,4.2,88761.66,Midrange,80000-90000
Oppo,Oppo Reno 7 Pro,20,200,512,16,4.5308876024132605,1493.5,2400,1080,4.0,88576.12,Midrange,80000-90000
Vivo,Vivo X90,32,200,512,12,5.0,1531.5,2460,1080,4.7,88383.47,Midrange,80000-90000
Apple,iPhone 14,32,200,256,16,5.0,1367.0,2460,1080,3.8,88300.16,Midrange,80000-90000
RedMi,Redmi Note 12 Pro,32,200,256,12,5.0,1395.0,2340,1080,4.0,87642.41,Midrange,80000-90000
Oneplus,OnePlus 9,32,108,512,12,5.0,1106.5,2860,1260,4.1,87266.67,Midrange,80000-90000
Realme,Realme Narzo 50,32,50,512,16,5.0,1090.0,2340,1080,3.6,87135.64,Midrange,80000-90000
Oppo,Oppo Find N2 Flip,32,200,512,8,4.859365842493663,1436.0,2490,1080,2.8,86865.44,Midrange,80000-90000
RedMi,Redmi Note 11 Pro,32,108,512,16,5.0,1614.0,2340,1080,4.7,86628.1,Midrange,80000-90000
Samsung,Galaxy S23 Ultra,32,200,256,8,5.0,1349.0,2460,1080,3.6,86020.46,Midrange,80000-90000
Motorola,Moto Edge 30 Ultra,32,200,512,8,5.0,1384.0,2400,1080,4.4,85920.8,Midrange,80000-90000
Samsung,Galaxy Z Flip 4,32,200,256,8,5.0,1450.0,2460,1080,3.6,85731.68,Midrange,80000-90000
Apple,iPhone 14,32,200,256,12,5.0,1367.0,2460,1080,4.3,85584.47,Midrange,80000-90000
RedMi,Redmi Note 10,32,200,256,12,4.0,935.0,1560,720,4.3,85323.35,Midrange,80000-90000
Realme,Realme 10,32,108,256,16,4.0,1636.5,1580,720,3.9,85034.48,Midrange,80000-90000
Vivo,Vivo X80 Pro,32,108,256,12,4.0,1030.0,2340,1080,4.3,84901.26,Midrange,80000-90000
RedMi,Redmi Note 11 Pro+,32,200,1024,12,4.0,913.0,2000,900,4.2,84861.65,Midrange,80000-90000
Realme,Realme Narzo 60,32,64,512,8,4.0,1310.0,1560,720,4.0,84378.03,Midrange,80000-90000
RedMi,Redmi Note 12 Pro+,32,200,256,12,4.0,1465.0,1970,900,3.5,83968.87,Midrange,80000-90000
Apple,iPhone 14 Pro,32,200,512,12,5.0,1086.0,2460,1080,4.1,83625.18,Midrange,80000-90000
RedMi,Redmi Note 11 Pro+,32,200,256,8,4.0,913.0,2000,900,3.5,83063.88,Midrange,80000-90000
Samsung,Galaxy S23,32,200,256,16,5.0,1301.5,2460,1080,3.1,82986.75,Midrange,80000-90000
Realme,Realme GT Neo 5,32,200,512,8,4.0,1348.0,2340,1080,4.5,82779.08,Midrange,80000-90000
Pixel,Pixel 4,16,108,1024,8,5.0,1495.5,2430,1080,4.4,82772.98,Midrange,80000-90000
Vivo,Vivo X90 Pro+,32,200,1024,12,5.0,1109.0,2460,1080,4.3,82713.38,Midrange,80000-90000
Samsung,Galaxy S22,32,200,256,16,5.0,1456.0,2520,1080,4.0,82458.86,Midrange,80000-90000
Samsung,Galaxy Note 20,32,200,512,12,5.0,1487.0,2460,1080,3.6,81314.91,Midrange,80000-90000
Oppo,Oppo Find N2,32,200,512,12,5.0,1393.0,2490,1080,4.1,81281.5,Midrange,80000-90000
Vivo,Vivo X90 Pro,32,200,256,16,4.0,1413.0,2400,1080,4.0,80875.86,Midrange,80000-90000
Realme,Realme C55,32,50,512,12,4.0,1618.0,1970,900,4.3,80746.81,Midrange,80000-90000
Motorola,Moto Razr 40 Ultra,32,200,512,12,5.0,1182.0,2460,1080,4.4,80726.65,Midrange,80000-90000
Samsung,Galaxy S22,32,200,256,12,5.0,1456.0,2520,1080,3.8,80618.87,Midrange,80000-90000
Samsung,Galaxy Note 20 Ultra,32,200,1024,8,5.0,1386.5,2460,1080,3.8,80512.65,Midrange,80000-90000
Pixel,Pixel 7 Pro,32,200,256,12,5.0,1334.0,2520,1080,4.0,80261.57,Midrange,80000-90000
RedMi,Redmi Note 10 Pro,32,108,256,12,4.0,1564.0,1560,720,3.8,80146.31,Midrange,80000-90000
RedMi,Redmi Note 11 Pro+,32,200,1024,8,4.0,913.0,2000,900,4.3,80105.49,Midrange,80000-90000
Realme,Realme GT 3,32,200,256,12,4.0,1299.0,1560,720,3.9,80059.85,Midrange,80000-90000
Samsung,Galaxy A53,32,108,256,12,4.686511265365595,976.5,2460,1080,3.5,79868.83,Midrange,70000-80000
Huawei,Huawei Mate 50,32,108,256,8,5.0,1405.0,2400,1080,4.2,79580.82,Midrange,70000-80000
Samsung,Galaxy Z Fold 4,32,200,512,8,5.0,1315.0,2520,1080,3.5,79520.21,Midrange,70000-80000
Realme,Realme GT Neo 5,32,200,256,12,4.0,1348.0,2340,1080,4.2,79487.41,Midrange,70000-80000
Oppo,Oppo F19 Pro,32,200,1024,16,5.0,1307.5,2340,1080,3.5,79076.05,Midrange,70000-80000
Motorola,Moto Edge 20,32,108,256,16,4.173138848552816,1541.0,2460,1080,4.0,78920.55,Midrange,70000-80000
Apple,iPhone 13,20,200,256,12,5.0,1245.5,2460,1080,4.1,78548.38,Midrange,70000-80000
Apple,iPhone 14 Pro Max,32,200,512,12,5.0,1074.0,2520,1080,4.4,78260.8,Midrange,70000-80000
Apple,iPhone 14 Pro Max,32,200,512,8,5.0,1074.0,2520,1080,4.6,77581.67,Midrange,70000-80000
Realme,Realme Narzo 50,32,50,1024,16,5.0,1090.0,2340,1080,4.3,77174.54,Midrange,70000-80000
RedMi,Redmi Note 10,32,200,512,16,4.0,935.0,1560,720,3.5,77044.31,Midrange,70000-80000
Motorola,Moto Razr 40 Ultra,32,200,256,8,5.0,1182.0,2460,1080,4.0,76857.58,Midrange,70000-80000
Motorola,Moto Edge 30 Ultra,32,200,256,8,5.0,1384.0,2400,1080,3.9,76810.53,Midrange,70000-80000
Apple,iPhone 14 Pro,32,200,1024,8,5.0,1086.0,2460,1080,4.0,76688.32,Midrange,70000-80000
Samsung,Galaxy Z Flip 4,32,200,512,12,5.0,1450.0,2460,1080,3.4,76658.33,Midrange,70000-80000
RedMi,Redmi Note 11,32,200,512,12,4.402600805708426,1197.5,2460,1080,3.4,76585.62,Midrange,70000-80000
Vivo,Vivo X80 Pro,32,108,256,16,4.0,1030.0,2340,1080,4.2,75966.66,Midrange,70000-80000
Vivo,Vivo X90,32,200,1024,12,5.0,1531.5,2460,1080,4.0,75961.41,Midrange,70000-80000
Pixel,Pixel 7 Pro,32,200,1024,12,5.0,1334.0,2520,1080,4.2,75872.05,Midrange,70000-80000
Realme,Realme Narzo 20,32,108,256,16,5.0,1479.0,2400,1080,4.1,75287.5,Midrange,70000-80000
Apple,iPhone 13 Pro,20,108,1024,8,5.0,1371.0,2520,1080,4.0,74501.09,Midrange,70000-80000
Vivo,Vivo V27 Pro,20,108,512,8,4.5,1512.5,2020,900,4.1,74455.73,Midrange,70000-80000
RedMi,Redmi Note 12,32,200,256,16,4.0,1509.0,1600,720,3.6,74276.83,Midrange,70000-80000
Apple,iPhone 12 Pro,32,108,512,8,5.0,1788.5,2660,1170,4.7,74117.61,Midrange,70000-80000
Apple,iPhone 14 Pro,32,200,256,12,5.0,1086.0,2460,1080,4.8,73570.44,Midrange,70000-80000
RedMi,Redmi Note 9,32,108,512,12,4.0,1429.0,2340,1080,4.2,73441.58,Midrange,70000-80000
RedMi,Redmi Note 9,32,108,256,12,4.0,1429.0,2340,1080,4.2,73387.37,Midrange,70000-80000
Huawei,Huawei Mate 50 Pro,20,200,256,16,4.472122952136624,1358.5,2460,1080,3.3,73295.81,Midrange,70000-80000
Apple,iPhone 14,32,200,512,12,5.0,1367.0,2460,1080,4.4,73154.18,Midrange,70000-80000
Apple,iPhone 14 Pro Max,32,200,1024,8,5.0,1074.0,2520,1080,4.6,72989.23,Midrange,70000-80000
Motorola,Moto G100,12,50,256,8,5.0,1190.0,2460,1080,3.4,72958.53,Midrange,70000-80000
RedMi,Redmi Note 11 Pro,32,108,256,16,5.0,1614.0,2340,1080,3.4,72894.3,Midrange,70000-80000
Vivo,Vivo X80,32,200,1024,8,5.0,966.0,2460,1080,3.7,72685.22,Midrange,70000-80000
Apple,iPhone 14 Pro Max,32,200,256,12,5.0,1074.0,2520,1080,4.6,72483.69,Midrange,70000-80000
Realme,Realme 10,32,108,512,12,4.0,1636.5,1580,720,3.6,72397.36,Midrange,70000-80000
Samsung,Galaxy S22 Ultra,32,200,1024,8,5.0,1194.0,2460,1080,4.3,72368.84,Midrange,70000-80000
Apple,iPhone 13 Pro,20,108,256,16,5.0,1371.0,2520,1080,4.8,71850.48,Midrange,70000-80000
Oppo,Oppo Reno 8,32,200,512,8,4.5174380722750005,1339.0,2400,1080,4.0,71501.25,Midrange,70000-80000
Apple,iPhone 12 Pro,32,108,256,16,5.0,1788.5,2660,1170,4.1,71396.19,Midrange,70000-80000
Realme,Realme GT 3,32,200,512,16,4.0,1299.0,1560,720,3.3,71190.32,Midrange,70000-80000
Samsung,Galaxy S22 Ultra,32,200,256,16,5.0,1194.0,2460,1080,4.0,71132.87,Midrange,70000-80000
Oppo,Oppo Reno 8,32,200,256,12,4.5174380722750005,1339.0,2400,1080,4.5,70729.72,Midrange,70000-80000
Oneplus,OnePlus 11R,32,200,512,12,5.0,1294.0,2460,1080,4.0,70702.71,Midrange,70000-80000
Apple,iPhone 13 Pro,20,108,512,12,5.0,1371.0,2520,1080,4.2,70529.07,Midrange,70000-80000
Oppo,Oppo F17 Pro,32,108,128,8,5.0,959.0,2460,1080,3.8,69801.56,Midrange,60000-70000
Realme,Realme Narzo 60,32,64,256,12,4.0,1310.0,1560,720,4.4,69764.09,Midrange,60000-70000
Pixel,Pixel 5,32,108,512,12,5.0,1429.0,2520,1080,4.2,69410.99,Midrange,60000-70000
Samsung,Galaxy Note 20 Ultra,32,200,256,12,5.0,1386.5,2460,1080,3.6,69266.78,Midrange,60000-70000
RedMi,Redmi Note 12 Pro+,32,200,256,6,4.0,1465.0,1970,900,4.0,68431.7,Midrange,60000-70000
Motorola,Moto Edge 20,32,108,128,6,4.173138848552816,1541.0,2460,1080,3.4,67626.62,Midrange,60000-70000
Apple,iPhone 14 Pro,32,200,256,6,5.0,1086.0,2460,1080,4.1,67611.66,Midrange,60000-70000
Samsung,Galaxy S22 Ultra,32,200,256,12,5.0,1194.0,2460,1080,3.4,67532.23,Midrange,60000-70000
Realme,Realme Narzo 20,32,108,512,12,5.0,1479.0,2400,1080,4.5,67359.76,Midrange,60000-70000
Vivo,Vivo X80,32,200,256,12,5.0,966.0,2460,1080,3.5,67148.93,Midrange,60000-70000
RedMi,Redmi Note 12,32,200,256,12,4.0,1509.0,1600,720,4.0,66952.94,Midrange,60000-70000
Samsung,Galaxy S23,32,200,128,12,5.0,1301.5,2460,1080,4.9,66642.05,Midrange,60000-70000
Samsung,Galaxy Note 20 Ultra,32,200,128,12,5.0,1386.5,2460,1080,4.0,66610.2,Midrange,60000-70000
Oppo,Oppo Find N2 Flip,32,200,256,8,4.859365842493663,1436.0,2490,1080,4.5,66549.04,Midrange,60000-70000
Samsung,Galaxy S23 Ultra,32,200,128,12,5.0,1349.0,2460,1080,4.0,66388.8,Midrange,60000-70000
Apple,iPhone 12 Mini,32,200,512,12,5.0,1701.5,2640,1200,4.0,65998.6,Midrange,60000-70000
Oneplus,OnePlus 11,32,200,256,8,5.0,1278.0,2460,1080,3.9,65930.33,Midrange,60000-70000
Realme,Realme C55,32,50,128,8,4.0,1618.0,1970,900,4.4,65790.71,Midrange,60000-70000
Apple,iPhone 14 Pro Max,32,200,256,6,5.0,1074.0,2520,1080,4.75,65665.3,Midrange,60000-70000
Vivo,Vivo X90 Pro+,32,200,256,6,5.0,1109.0,2460,1080,4.0,65458.09,Midrange,60000-70000
Motorola,Moto Razr 40 Ultra,32,200,128,6,5.0,1182.0,2460,1080,4.0,65353.92,Midrange,60000-70000
Motorola,Moto Edge 30 Ultra,32,200,128,8,5.0,1384.0,2400,1080,3.9,65276.3,Midrange,60000-70000
Realme,Realme GT Neo 5,32,200,128,8,4.0,1348.0,2340,1080,4.1,65124.63,Midrange,60000-70000
Pixel,Pixel 7 Pro,32,200,256,8,5.0,1334.0,2520,1080,4.5,65046.0,Midrange,60000-70000
RedMi,Redmi Note 12 Pro+,32,200,128,8,4.0,1465.0,1970,900,4.2,64690.15,Midrange,60000-70000
Motorola,Moto Razr 40,32,200,256,12,5.0,1330.0,2460,1080,4.0,64687.54,Midrange,60000-70000
Realme,Realme GT Neo 5,32,200,128,6,4.0,1348.0,2340,1080,3.9,64673.02,Midrange,60000-70000
Samsung,Galaxy A73,32,200,256,6,5.0,1067.5,2640,1200,4.5,64297.69,Midrange,60000-70000
Samsung,Galaxy Z Flip 4,32,200,256,6,5.0,1450.0,2460,1080,3.8,64177.99,Midrange,60000-70000
RedMi,Redmi Note 9,32,108,128,6,4.0,1429.0,2340,1080,2.8,64079.49,Midrange,60000-70000
Apple,iPhone 14 Pro Max,32,200,128,8,5.0,1074.0,2520,1080,3.59,64067.64,Midrange,60000-70000
Apple,iPhone 14 Pro Max,32,200,128,12,5.0,1074.0,2520,1080,4.7,64059.35,Midrange,60000-70000
Realme,Realme GT 3,32,200,256,8,4.0,1299.0,1560,720,4.4,63830.27,Midrange,60000-70000
Samsung,Galaxy A53,32,108,128,12,4.686511265365595,976.5,2460,1080,3.2,63480.15,Midrange,60000-70000
Oppo,Oppo F17 Pro,32,108,512,12,5.0,959.0,2460,1080,4.1,63449.82,Midrange,60000-70000
Vivo,Vivo T1 Pro,16,200,512,8,4.5,1768.0,2460,1080,3.9,62953.26,Midrange,60000-70000
Apple,iPhone 13,20,200,512,6,5.0,1245.5,2460,1080,4.4,62809.65,Midrange,60000-70000
Samsung,Galaxy Note 20 Ultra,32,200,256,8,5.0,1386.5,2460,1080,4.5,62629.78,Midrange,60000-70000
Vivo,Vivo V27,20,108,256,8,5.0,1601.5,2790,1260,4.8,62395.5,Midrange,60000-70000
Pixel,Pixel 6,16,50,512,6,5.0,884.0,2820,1260,4.2,62314.83,Midrange,60000-70000
Oppo,Oppo Find N2 Flip,32,200,128,8,4.859365842493663,1436.0,2490,1080,3.8,62274.97,Midrange,60000-70000
Huawei,Huawei Nova 11,32,64,256,12,5.0,829.0,2630,1170,3.9,62081.86,Midrange,60000-70000
Pixel,Pixel 7,20,200,256,6,5.0,1476.0,2520,1080,4.8,61723.77,Midrange,60000-70000
RedMi,Redmi Note 12 Pro,32,200,256,6,5.0,1395.0,2340,1080,3.8,61537.5,Midrange,60000-70000
Huawei,Huawei P60 Pro,20,108,256,6,5.0,1230.0,2400,1080,3.9,61506.25,Midrange,60000-70000
Oneplus,OnePlus 11R,32,200,128,8,5.0,1294.0,2460,1080,3.5,61436.11,Midrange,60000-70000
Motorola,Moto Edge 30 Fusion,20,200,256,8,4.0,959.0,2460,1080,4.7,61251.9,Midrange,60000-70000
Samsung,Galaxy Note 20,32,200,256,12,5.0,1487.0,2460,1080,3.7,61210.32,Midrange,60000-70000
Apple,iPhone 13 Pro,20,108,128,8,5.0,1371.0,2520,1080,4.1,61027.49,Midrange,60000-70000
Apple,iPhone 14 Pro,32,200,512,8,5.0,1086.0,2460,1080,4.4,60882.66,Midrange,60000-70000
Oneplus,OnePlus 10 Pro,32,200,256,12,5.0,1018.5,2520,1080,4.0,60855.39,Midrange,60000-70000
Oppo,Oppo Reno 7 Pro,20,200,512,6,4.5308876024132605,1493.5,2400,1080,4.0,60478.8,Midrange,60000-70000
Realme,Realme GT 3,32,200,128,12,4.0,1299.0,1560,720,3.7,60436.56,Midrange,60000-70000
Apple,iPhone 12 Pro,32,108,512,6,5.0,1788.5,2660,1170,4.5,60363.76,Midrange,60000-70000
Samsung,Galaxy S22 Ultra,32,200,128,12,5.0,1194.0,2460,1080,4.2,60146.4,Midrange,60000-70000
Realme,Realme 10 Pro,32,108,128,12,4.429208163888157,1205.0,2000,900,4.1,60097.9,Midrange,60000-70000
Oppo,Oppo Reno 7,16,200,128,12,4.0,1216.0,2460,1080,4.6,59967.34,Midrange,50000-60000
Oppo,Oppo F21 Pro,32,200,512,12,4.0,1397.0,2460,1080,3.8,59717.98,Midrange,50000-60000
Apple,iPhone 12,16,200,256,6,5.0,1332.0,2580,1140,4.7,59494.88,Midrange,50000-60000
Oneplus,OnePlus 11,32,200,512,8,5.0,1278.0,2460,1080,4.5,59464.34,Midrange,50000-60000
Samsung,Galaxy S22,32,200,128,6,5.0,1456.0,2520,1080,3.9,59459.22,Midrange,50000-60000
Oneplus,OnePlus 11,32,200,128,12,5.0,1278.0,2460,1080,4.1,59376.97,Midrange,50000-60000
Pixel,Pixel 4 XL,16,200,256,8,5.0,1900.5,2490,1080,3.8,59334.2,Midrange,50000-60000
RedMi,Redmi Note 12 Pro,32,200,512,6,5.0,1395.0,2340,1080,4.2,59259.84,Midrange,50000-60000
Pixel,Pixel 5,32,108,256,8,5.0,1429.0,2520,1080,4.6,59203.59,Midrange,50000-60000
Pixel,Pixel 7 Pro,32,200,128,6,5.0,1334.0,2520,1080,4.7,58934.64,Midrange,50000-60000
Realme,Realme 10 Pro,32,108,256,8,4.429208163888157,1205.0,2000,900,3.8,58910.69,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,32,200,128,6,5.0,1349.0,2460,1080,4.2,58812.99,Midrange,50000-60000
RedMi,Redmi Note 12 Pro+,32,200,256,8,4.0,1465.0,1970,900,3.7,58591.07,Midrange,50000-60000
Pixel,Pixel 7,20,200,128,6,5.0,1476.0,2520,1080,4.6,58398.57,Midrange,50000-60000
Oppo,Oppo Find N2,32,200,128,6,5.0,1393.0,2490,1080,4.2,58304.45,Midrange,50000-60000
Oppo,Oppo F19 Pro,32,200,512,8,5.0,1307.5,2340,1080,4.3,58254.32,Midrange,50000-60000
Samsung,Galaxy Z Flip 4,32,200,512,8,5.0,1450.0,2460,1080,3.7,58190.5,Midrange,50000-60000
Oneplus,OnePlus 9 Pro,32,200,256,12,5.0,1452.0,2460,1080,2.85,58064.64,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,32,200,256,6,5.0,1349.0,2460,1080,3.8,57919.48,Midrange,50000-60000
Apple,iPhone 13 Pro,20,108,256,12,5.0,1371.0,2520,1080,3.4,57900.56,Midrange,50000-60000
Vivo,Vivo X90,32,200,256,8,5.0,1531.5,2460,1080,3.7,57893.23,Midrange,50000-60000
RedMi,Redmi Note 11 Pro,32,108,512,8,5.0,1614.0,2340,1080,4.4,57745.67,Midrange,50000-60000
Pixel,Pixel 6 Pro,32,108,128,6,5.0,1138.0,2340,1080,4.5,57635.03,Midrange,50000-60000
Pixel,Pixel 4 XL,16,200,128,12,5.0,1900.5,2490,1080,4.4,57560.44,Midrange,50000-60000
Samsung,Galaxy S22 Ultra,32,200,512,6,5.0,1194.0,2460,1080,2.9,57331.03,Midrange,50000-60000
Apple,iPhone 13 Mini,32,64,256,12,5.0,1842.0,2800,1260,4.7,57229.62,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,32,200,128,8,5.0,1349.0,2460,1080,3.5,57140.14,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,32,200,512,6,5.0,1349.0,2460,1080,4.2,57012.8,Midrange,50000-60000
Samsung,Galaxy S22 Ultra,32,200,256,8,5.0,1194.0,2460,1080,3.4,56847.9,Midrange,50000-60000
Oneplus,OnePlus 8T,32,200,128,12,5.0,1193.0,2520,1080,4.2,56692.28,Midrange,50000-60000
Apple,iPhone 14 Pro Max,32,200,256,8,5.0,1074.0,2520,1080,4.2,56661.25,Midrange,50000-60000
Oneplus,OnePlus 11R,32,200,256,12,5.0,1294.0,2460,1080,3.9,56544.8,Midrange,50000-60000
Samsung,Galaxy Note 20,32,200,256,8,5.0,1487.0,2460,1080,4.3,56527.65,Midrange,50000-60000
Motorola,Moto Edge 30 Ultra,32,200,128,12,5.0,1384.0,2400,1080,3.1,56421.96,Midrange,50000-60000
Apple,iPhone 14,32,200,128,8,5.0,1367.0,2460,1080,4.2,56329.43,Midrange,50000-60000
RedMi,Redmi Note 10 Pro,32,108,128,8,4.0,1564.0,1560,720,3.9,56323.48,Midrange,50000-60000
Motorola,Moto Razr 40,32,200,128,12,5.0,1330.0,2460,1080,4.1,56240.13,Midrange,50000-60000
Oneplus,OnePlus Nord 2T,12,48,256,8,5.0,669.0,2340,1080,4.5,56160.56,Midrange,50000-60000
Oneplus,OnePlus 9 Pro,32,200,512,6,5.0,1452.0,2460,1080,3.6,56143.83,Midrange,50000-60000
Oneplus,OnePlus 11R,32,200,128,12,5.0,1294.0,2460,1080,4.0,56101.23,Midrange,50000-60000
Apple,iPhone 12,16,200,128,8,5.0,1332.0,2580,1140,4.1,56098.76,Midrange,50000-60000
Pixel,Pixel 4,16,108,256,6,5.0,1495.5,2430,1080,4.5,56055.07,Midrange,50000-60000
Apple,iPhone 12 Mini,32,200,256,12,5.0,1701.5,2640,1200,4.7,55964.92,Midrange,50000-60000
Apple,iPhone 11,32,200,128,8,3.0,1339.5,1560,720,4.7,55916.8,Midrange,50000-60000
Samsung,Galaxy S23,32,200,512,8,5.0,1301.5,2460,1080,4.2,55820.44,Midrange,50000-60000
Apple,iPhone 6S,20,64,512,12,3.5,996.0,1970,900,4.3,55681.01,Midrange,50000-60000
Samsung,Galaxy S23,32,200,512,6,5.0,1301.5,2460,1080,3.2,55611.1,Midrange,50000-60000
Oneplus,OnePlus 8,20,50,256,8,4.0,1358.0,2460,1080,4.0,55545.57,Midrange,50000-60000
Samsung,Galaxy Note 20 Ultra,32,200,128,6,5.0,1386.5,2460,1080,4.3,55493.09,Midrange,50000-60000
Samsung,Galaxy S23,32,200,128,8,5.0,1301.5,2460,1080,4.2,55484.67,Midrange,50000-60000
Motorola,Moto G200,32,200,128,12,4.094725218982141,1519.0,2460,1080,3.6,55216.32,Midrange,50000-60000
Realme,Realme 10,32,108,128,12,4.0,1636.5,1580,720,3.9,55130.61,Midrange,50000-60000
Apple,iPhone 11,32,200,512,6,3.0,1339.5,1560,720,4.5,54863.28,Midrange,50000-60000
Vivo,Vivo X90 Pro+,32,200,128,12,5.0,1109.0,2460,1080,4.0,54856.05,Midrange,50000-60000
Samsung,Galaxy A53,32,108,512,6,4.686511265365595,976.5,2460,1080,3.8,54845.51,Midrange,50000-60000
Samsung,Galaxy A53,32,108,512,12,4.686511265365595,976.5,2460,1080,3.9,54450.2,Midrange,50000-60000
RedMi,Redmi Note 11,32,200,256,6,4.402600805708426,1197.5,2460,1080,3.6,54364.24,Midrange,50000-60000
Oneplus,OnePlus 8T,32,200,256,8,5.0,1193.0,2520,1080,3.8,54313.68,Midrange,50000-60000
Apple,iPhone 8,16,64,512,6,3.760084654311864,841.0,1560,720,5.0,54179.21,Midrange,50000-60000
Samsung,Galaxy Note 20,32,200,256,6,5.0,1487.0,2460,1080,4.2,54087.56,Midrange,50000-60000
Samsung,Galaxy Z Fold 4,32,200,128,8,5.0,1315.0,2520,1080,3.96,53559.96,Midrange,50000-60000
Motorola,Moto Razr 40,32,200,512,8,5.0,1330.0,2460,1080,3.4,53534.28,Midrange,50000-60000
Huawei,Huawei Mate 50,32,108,512,6,5.0,1405.0,2400,1080,4.1,53490.9,Midrange,50000-60000
Samsung,Galaxy S23,32,200,256,8,5.0,1301.5,2460,1080,4.0,53457.64,Midrange,50000-60000
RedMi,Redmi Note 12 Pro+,32,200,128,12,4.0,1465.0,1970,900,3.8,53072.19,Midrange,50000-60000
Apple,iPhone 8 Plus,20,108,512,12,3.0,1104.0,1600,720,4.6,52977.44,Midrange,50000-60000
Apple,iPhone 7 Plus,32,200,256,12,3.0,1040.0,1600,720,4.5,52784.23,Midrange,50000-60000
Samsung,Galaxy Z Flip 4,32,200,128,12,5.0,1450.0,2460,1080,3.7,52644.95,Midrange,50000-60000
Samsung,Galaxy A73,32,200,256,8,5.0,1067.5,2640,1200,3.8,52173.84,Midrange,50000-60000
Samsung,Galaxy Z Fold 4,32,200,128,12,5.0,1315.0,2520,1080,4.4,52048.37,Midrange,50000-60000
Motorola,Moto Razr 40 Ultra,32,200,512,6,5.0,1182.0,2460,1080,4.1,51993.23,Midrange,50000-60000
Huawei,Huawei Mate 50,32,108,256,12,5.0,1405.0,2400,1080,3.8,51985.42,Midrange,50000-60000
Pixel,Pixel 7,20,200,128,8,5.0,1476.0,2520,1080,4.2,51864.07,Midrange,50000-60000
Pixel,Pixel 6 Pro,32,108,512,6,5.0,1138.0,2340,1080,4.65,51863.23,Midrange,50000-60000
Motorola,Moto G200,32,200,512,8,4.094725218982141,1519.0,2460,1080,3.5,51767.01,Midrange,50000-60000
Samsung,Galaxy Z Fold 4,32,200,512,6,5.0,1315.0,2520,1080,4.4,51721.74,Midrange,50000-60000
Motorola,Moto Edge 40 Pro,32,200,128,12,5.0,1430.5,2520,1080,3.4,51600.11,Midrange,50000-60000
Samsung,Galaxy S22,32,200,256,8,5.0,1456.0,2520,1080,3.9,51507.32,Midrange,50000-60000
Oppo,Oppo Find N2 Flip,32,200,256,12,4.859365842493663,1436.0,2490,1080,3.7,51323.53,Midrange,50000-60000
Realme,Realme GT Neo 5,32,200,256,6,4.0,1348.0,2340,1080,4.1,51218.3,Midrange,50000-60000
Oneplus,OnePlus 11,32,200,512,12,5.0,1278.0,2460,1080,3.9,51157.19,Midrange,50000-60000
Motorola,Moto Edge 20 Pro,20,200,512,6,4.0,1055.0,2460,1080,4.1,51139.97,Midrange,50000-60000
Oppo,Oppo F21 Pro,32,200,256,8,4.0,1397.0,2460,1080,4.2,51136.59,Midrange,50000-60000
Apple,iPhone SE 2022,32,108,128,8,4.0,1055.0,1560,720,4.7,51049.74,Midrange,50000-60000
Motorola,Moto Edge 30 Ultra,32,200,256,6,5.0,1384.0,2400,1080,4.4,50998.92,Midrange,50000-60000
Pixel,Pixel 6 Pro,32,108,256,12,5.0,1138.0,2340,1080,4.5,50887.63,Midrange,50000-60000
Motorola,Moto Razr 40,32,200,256,8,5.0,1330.0,2460,1080,3.7,50875.81,Midrange,50000-60000
Motorola,Moto Razr 40 Ultra,32,200,512,8,5.0,1182.0,2460,1080,3.6,50864.48,Midrange,50000-60000
Huawei,Huawei P60 Pro,20,108,256,12,5.0,1230.0,2400,1080,4.1,50744.0,Midrange,50000-60000
Motorola,Moto Razr 40 Ultra,32,200,128,8,5.0,1182.0,2460,1080,2.73,50717.44,Midrange,50000-60000
Apple,iPhone 7,32,200,256,6,3.1287410080916467,1268.0,1560,720,4.5,50708.87,Midrange,50000-60000
Apple,iPhone 11,32,200,128,12,3.0,1339.5,1560,720,4.0,50640.4,Midrange,50000-60000
