Brand,Mobile Name,Front Camera (in MP),Primary Camera (in MP),Memory,RAM,Processor Performance,Battery Power(in mAh),Screen Height,Screen Width,Ratings,Price,Mobile Category,Price Range
RedMi,Redmi Note 12 Pro,16,64,512,6,5.0,1896,2400,1080,4.2,59259.84,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,20,50,128,12,4.2513474196870416,675,2460,1080,4.0,59252.56,Midrange,50000-60000
Pixel,Pixel 5,32,48,256,8,5.0,1836,2400,1080,4.6,59203.59,Midrange,50000-60000
Pixel,Pixel 7 Pro,32,50,128,6,5.0,989,2460,1080,4.7,58934.64,Midrange,50000-60000
Realme,Realme 10 Pro,12,108,256,8,4.858416327776315,1399,2520,1080,3.8,58910.69,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,12,12,512,12,5.0,1416,2340,1080,4.0,58819.56,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,32,48,128,6,5.0,831,2520,1080,4.2,58812.99,Midrange,50000-60000
RedMi,Redmi Note 12 Pro+,20,50,256,8,5.0,1526,2520,1080,3.7,58591.07,Midrange,50000-60000
Realme,Realme GT Neo 5,32,50,256,12,5.0,1348,2460,1080,4.4,58505.74,Midrange,50000-60000
Pixel,Pixel 7,16,48,128,6,5.0,944,2460,1080,4.6,58398.57,Midrange,50000-60000
Oneplus,OnePlus 11R,32,108,128,8,4.306018704443889,805,2460,1080,4.1,58387.59,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,12,12,256,12,5.0,761,2460,1080,1.7,58349.59,Midrange,50000-60000
Oppo,Oppo Find N2,32,50,128,6,5.0,667,2520,1080,4.2,58304.45,Midrange,50000-60000
Oppo,Oppo F19 Pro,32,50,512,8,5.0,1880,2340,1080,4.3,58254.32,Midrange,50000-60000
Samsung,Galaxy Z Flip 4,16,50,512,8,5.0,695,2460,1080,3.7,58190.5,Midrange,50000-60000
Oneplus,OnePlus 9 Pro,32,50,256,12,5.0,1266,2520,1080,2.85,58064.64,Midrange,50000-60000
Apple,iPhone 14 Pro Max,16,12,512,8,5.0,1245,2460,1080,4.3,57972.95,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,16,108,256,6,4.426463757829925,622,2460,1080,3.8,57919.48,Midrange,50000-60000
Apple,iPhone 13 Pro,20,108,256,12,5.0,1094,2520,1080,3.4,57900.56,Midrange,50000-60000
Vivo,Vivo X90,16,108,256,8,5.0,1806,2340,1080,3.7,57893.23,Midrange,50000-60000
Samsung,Galaxy Note 20 Ultra,12,50,512,12,5.0,1020,2400,1080,3.7,57855.13,Midrange,50000-60000
RedMi,Redmi Note 11 Pro,16,12,512,8,5.0,1543,2520,1080,4.4,57745.67,Midrange,50000-60000
Vivo,Vivo X90 Pro+,12,108,256,8,5.0,1948,2520,1080,3.8,57661.01,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,32,108,256,12,4.910470037802986,1558,2340,1080,4.2,57636.75,Midrange,50000-60000
Pixel,Pixel 6 Pro,32,108,128,6,5.0,715,2520,1080,4.5,57635.03,Midrange,50000-60000
Pixel,Pixel 4 XL,16,200,128,12,5.0,1963,2520,1080,4.4,57560.44,Midrange,50000-60000
Realme,Realme GT Neo 5,20,50,256,12,4.335986767493822,1445,2400,1080,3.6,57528.73,Midrange,50000-60000
Vivo,Vivo X90 Pro+,32,50,256,12,5.0,1439,2400,1080,4.5,57506.28,Midrange,50000-60000
Samsung,Galaxy Note 20 Ultra,16,50,512,12,4.702986482391795,1359,2520,1080,3.9,57376.72,Midrange,50000-60000
Samsung,Galaxy S22 Ultra,32,64,512,6,5.0,599,2460,1080,2.9,57331.03,Midrange,50000-60000
Apple,iPhone 13 Mini,16,48,256,12,5.0,1647,2400,1080,4.7,57229.62,Midrange,50000-60000
Oneplus,OnePlus 10 Pro,32,50,256,12,5.0,730,2340,1080,4.9,57229.33,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,20,200,128,8,5.0,594,2340,1080,3.5,57140.14,Midrange,50000-60000
Samsung,Galaxy Note 20,20,108,256,12,5.0,1864,2400,1080,3.3,57084.46,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,32,12,512,6,5.0,1714,2340,1080,4.2,57012.8,Midrange,50000-60000
Samsung,Galaxy S22 Ultra,16,108,256,12,5.0,1194,2460,1080,3.7,56860.09,Midrange,50000-60000
Samsung,Galaxy S22 Ultra,32,12,256,8,5.0,860,2340,1080,3.4,56847.9,Midrange,50000-60000
Oneplus,OnePlus 8T,12,108,128,12,3.7557733392474653,895,2520,1080,4.2,56692.28,Midrange,50000-60000
Apple,iPhone 14 Pro Max,16,12,128,12,5.0,563,2400,1080,4.4,56686.53,Midrange,50000-60000
Apple,iPhone 14 Pro Max,12,64,256,8,5.0,518,2520,1080,4.2,56661.25,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,12,108,128,12,5.0,1923,2340,1080,4.1,56644.9,Midrange,50000-60000
Samsung,Galaxy S23,32,12,128,12,5.0,1641,2400,1080,4.2,56592.04,Midrange,50000-60000
Oneplus,OnePlus 11R,20,48,256,12,4.3095796088691785,1296,2460,1080,3.9,56544.8,Midrange,50000-60000
Samsung,Galaxy Note 20,12,50,256,8,5.0,1944,2400,1080,4.3,56527.65,Midrange,50000-60000
Samsung,Galaxy S22 Ultra,12,64,256,8,5.0,664,2340,1080,3.4,56490.61,Midrange,50000-60000
RedMi,Redmi Note 12 Pro,32,64,256,6,5.0,1697,2460,1080,4.1,56451.04,Midrange,50000-60000
Motorola,Moto Edge 30 Ultra,20,12,128,12,5.0,1714,2340,1080,3.1,56421.96,Midrange,50000-60000
Realme,Realme GT Neo 5,16,200,256,12,5.0,1396,2460,1080,3.5,56403.5,Midrange,50000-60000
Apple,iPhone 14,12,108,128,8,5.0,1807,2460,1080,4.2,56329.43,Midrange,50000-60000
RedMi,Redmi Note 10 Pro,16,64,128,8,5.0,1979,2340,1080,3.9,56323.48,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,12,108,512,8,5.0,1658,2340,1080,4.5,56322.92,Midrange,50000-60000
Samsung,Galaxy S23,16,12,256,12,4.953555364614168,925,2460,1080,3.6,56267.71,Midrange,50000-60000
Samsung,Galaxy Note 20,16,50,256,12,5.0,790,2460,1080,3.8,56244.32,Midrange,50000-60000
Motorola,Moto Razr 40,12,50,128,12,5.0,1555,2340,1080,4.1,56240.13,Midrange,50000-60000
Oneplus,OnePlus Nord 2T,12,48,256,8,5.0,669,2340,1080,4.5,56160.56,Midrange,50000-60000
Oneplus,OnePlus 9 Pro,20,64,512,6,5.0,1882,2460,1080,3.6,56143.83,Midrange,50000-60000
Oneplus,OnePlus 11R,16,12,128,12,5.0,1320,2400,1080,4.0,56101.23,Midrange,50000-60000
Apple,iPhone 12,12,108,128,8,5.0,1720,2460,1080,4.1,56098.76,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,32,50,512,12,4.523286278000855,1582,2460,1080,4.6,56082.61,Midrange,50000-60000
Samsung,Galaxy A53,12,12,256,12,5.0,987,2400,1080,3.75,56078.33,Midrange,50000-60000
Pixel,Pixel 4,12,50,256,6,5.0,1333,2400,1080,4.5,56055.07,Midrange,50000-60000
Apple,iPhone 12 Mini,12,50,256,12,5.0,959,2340,1080,4.7,55964.92,Midrange,50000-60000
Samsung,Galaxy A73,20,50,256,6,5.0,1925,2520,1080,3.8,55953.52,Midrange,50000-60000
Apple,iPhone 11,16,108,128,8,5.0,1332,2520,1080,4.7,55916.8,Midrange,50000-60000
Samsung,Galaxy S23,12,12,512,8,5.0,640,2340,1080,4.2,55820.44,Midrange,50000-60000
Oneplus,OnePlus 11,20,12,128,12,5.0,614,2340,1080,4.8,55812.81,Midrange,50000-60000
Samsung,Galaxy Note 20 Ultra,12,50,256,8,5.0,1802,2520,1080,4.6,55752.59,Midrange,50000-60000
Samsung,Galaxy Z Fold 4,32,108,256,12,5.0,1234,2400,1080,4.1,55748.29,Midrange,50000-60000
Apple,iPhone 6S,20,50,512,12,5.0,822,2520,1080,4.3,55681.01,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,16,108,512,12,5.0,680,2520,1080,3.7,55641.56,Midrange,50000-60000
Samsung,Galaxy S23,20,12,512,6,5.0,1191,2460,1080,3.2,55611.1,Midrange,50000-60000
Samsung,Galaxy S23,16,64,128,12,5.0,1820,2460,1080,3.6,55583.11,Midrange,50000-60000
Oneplus,OnePlus 8,12,48,256,8,5.0,757,2460,1080,4.0,55545.57,Midrange,50000-60000
Samsung,Galaxy Note 20 Ultra,16,200,128,6,5.0,667,2400,1080,4.3,55493.09,Midrange,50000-60000
Samsung,Galaxy S23,20,48,128,8,5.0,1751,2340,1080,4.2,55484.67,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,12,12,128,12,5.0,772,2400,1080,3.6,55325.51,Midrange,50000-60000
Realme,Realme GT Neo 5,16,200,512,12,5.0,1866,2340,1080,3.4,55310.38,Midrange,50000-60000
Motorola,Moto G200,32,12,128,12,5.0,1825,2340,1080,3.6,55216.32,Midrange,50000-60000
Realme,Realme 10,16,12,128,12,5.0,1476,2400,1080,3.9,55130.61,Midrange,50000-60000
Samsung,Galaxy Z Flip 4,20,64,256,12,5.0,1410,2460,1080,3.4,54980.79,Midrange,50000-60000
Samsung,Galaxy S23,32,50,256,12,5.0,1552,2400,1080,3.0,54908.16,Midrange,50000-60000
Apple,iPhone 11,12,200,512,6,3.441097527857389,1268,2460,1080,4.5,54863.28,Midrange,50000-60000
Vivo,Vivo X90 Pro+,16,108,128,12,5.0,1886,2340,1080,4.0,54856.05,Midrange,50000-60000
Samsung,Galaxy A53,12,108,512,6,5.0,926,2520,1080,3.8,54845.51,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,20,50,256,12,5.0,1948,2520,1080,2.8,54693.31,Midrange,50000-60000
Samsung,Galaxy Z Fold 4,16,12,512,12,5.0,1147,2520,1080,4.2,54678.77,Midrange,50000-60000
Samsung,Galaxy S23,12,64,128,8,5.0,1185,2520,1080,4.9,54538.42,Midrange,50000-60000
RedMi,Redmi Note 12,16,200,256,12,5.0,596,2520,1080,3.8,54466.35,Midrange,50000-60000
Samsung,Galaxy A53,20,12,512,12,4.558760770760879,1977,2340,1080,3.9,54450.2,Midrange,50000-60000
Samsung,Galaxy Note 20 Ultra,32,12,128,12,5.0,1207,2340,1080,3.3,54364.8,Midrange,50000-60000
RedMi,Redmi Note 11,12,12,256,6,5.0,1059,2340,1080,3.6,54364.24,Midrange,50000-60000
Samsung,Galaxy Z Fold 4,20,200,512,12,5.0,894,2520,1080,3.4,54338.48,Midrange,50000-60000
Oneplus,OnePlus 8T,20,200,256,8,5.0,1193,2400,1080,3.8,54313.68,Midrange,50000-60000
Oneplus,OnePlus 11R,20,12,128,8,5.0,1737,2520,1080,4.8,54284.06,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,12,12,512,12,5.0,511,2340,1080,3.5,54200.0,Midrange,50000-60000
Apple,iPhone 8,16,48,512,6,5.0,618,2520,1080,5.0,54179.21,Midrange,50000-60000
Samsung,Galaxy Note 20,12,48,256,6,5.0,909,2520,1080,4.2,54087.56,Midrange,50000-60000
Samsung,Galaxy Z Flip 4,12,50,256,12,5.0,608,2400,1080,4.0,54035.19,Midrange,50000-60000
Pixel,Pixel 7 Pro,20,50,512,12,5.0,1754,2460,1080,3.7,53983.41,Midrange,50000-60000
Samsung,Galaxy Note 20 Ultra,20,50,512,12,5.0,1070,2460,1080,4.2,53935.35,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,16,50,256,8,5.0,508,2340,1080,4.2,53900.18,Midrange,50000-60000
Samsung,Galaxy Z Fold 4,20,12,128,8,5.0,1122,2520,1080,3.96,53559.96,Midrange,50000-60000
Motorola,Moto Razr 40,20,48,512,8,5.0,1991,2520,1080,3.4,53534.28,Midrange,50000-60000
Huawei,Huawei Mate 50,12,108,512,6,5.0,899,2460,1080,4.1,53490.9,Midrange,50000-60000
Samsung,Galaxy S23,20,50,256,8,5.0,1985,2400,1080,4.0,53457.64,Midrange,50000-60000
Samsung,Galaxy S23,12,108,128,12,5.0,841,2400,1080,4.4,53339.98,Midrange,50000-60000
Samsung,Galaxy Z Fold 4,12,12,512,12,5.0,1337,2400,1080,4.1,53109.8,Midrange,50000-60000
RedMi,Redmi Note 12 Pro+,20,48,512,12,5.0,1165,2340,1080,4.1,53084.16,Midrange,50000-60000
RedMi,Redmi Note 12 Pro+,32,50,128,12,5.0,1872,2520,1080,3.8,53072.19,Midrange,50000-60000
Samsung,Galaxy Z Fold 4,16,50,128,8,4.0968298451062335,1694,2460,1080,4.2,53051.65,Midrange,50000-60000
Apple,iPhone 8 Plus,16,108,512,12,3.4622923877765475,1104,2460,1080,4.6,52977.44,Midrange,50000-60000
Apple,iPhone 7 Plus,16,108,256,12,5.0,598,2400,1080,4.5,52784.23,Midrange,50000-60000
Samsung,Galaxy S23,32,108,512,12,5.0,757,2400,1080,3.5,52665.24,Midrange,50000-60000
Samsung,Galaxy Z Flip 4,12,50,128,12,5.0,1996,2400,1080,3.7,52644.95,Midrange,50000-60000
Samsung,Galaxy Z Flip 4,20,200,128,12,5.0,1517,2460,1080,4.0,52597.38,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,16,12,256,12,5.0,1562,2520,1080,4.2,52538.96,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,32,64,512,12,5.0,625,2340,1080,4.1,52494.64,Midrange,50000-60000
Samsung,Galaxy Note 20,12,64,256,6,5.0,1096,2460,1080,3.6,52434.07,Midrange,50000-60000
Oneplus,OnePlus 9 Pro,20,12,512,12,5.0,1278,2460,1080,4.6,52388.77,Midrange,50000-60000
RedMi,Redmi Note 12 Pro+,16,48,128,12,5.0,793,2520,1080,3.2,52243.17,Midrange,50000-60000
Oneplus,OnePlus 11,16,108,256,12,5.0,1700,2460,1080,4.3,52241.17,Midrange,50000-60000
Samsung,Galaxy Z Flip 4,16,48,128,12,5.0,798,2520,1080,3.7,52196.2,Midrange,50000-60000
Samsung,Galaxy A73,16,108,256,8,5.0,511,2520,1080,3.8,52173.84,Midrange,50000-60000
Samsung,Galaxy S22 Ultra,20,200,256,8,5.0,1072,2340,1080,3.4,52166.57,Midrange,50000-60000
Samsung,Galaxy S23,12,64,128,12,3.129194356190469,757,2340,1080,4.3,52136.11,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,16,108,256,12,5.0,1215,2400,1080,4.0,52108.92,Midrange,50000-60000
Samsung,Galaxy Z Flip 4,32,12,128,12,5.0,1689,2340,1080,3.7,52072.72,Midrange,50000-60000
Samsung,Galaxy Z Fold 4,16,64,128,12,5.0,1453,2400,1080,4.4,52048.37,Midrange,50000-60000
Motorola,Moto Razr 40 Ultra,16,200,512,6,3.6390714730954756,964,2400,1080,4.1,51993.23,Midrange,50000-60000
Huawei,Huawei Mate 50,12,50,256,12,5.0,1300,2520,1080,3.8,51985.42,Midrange,50000-60000
Motorola,Moto Razr 40 Ultra,16,50,128,6,4.734770276211303,700,2520,1080,3.9,51941.87,Midrange,50000-60000
Pixel,Pixel 7,12,12,128,8,5.0,1178,2520,1080,4.2,51864.07,Midrange,50000-60000
Pixel,Pixel 6 Pro,16,108,512,6,5.0,1403,2460,1080,4.65,51863.23,Midrange,50000-60000
Motorola,Moto G200,20,108,512,8,5.0,1189,2340,1080,3.5,51767.01,Midrange,50000-60000
Oneplus,OnePlus 11,12,108,256,8,5.0,985,2340,1080,4.2,51730.19,Midrange,50000-60000
Samsung,Galaxy Z Fold 4,12,200,512,6,5.0,755,2520,1080,4.4,51721.74,Midrange,50000-60000
Motorola,Moto Edge 40 Pro,32,108,128,12,5.0,879,2460,1080,3.4,51600.11,Midrange,50000-60000
Samsung,Galaxy S22,12,50,256,8,5.0,1212,2460,1080,3.9,51507.32,Midrange,50000-60000
Samsung,Galaxy S23,12,12,256,12,5.0,1772,2520,1080,3.7,51326.67,Midrange,50000-60000
Oppo,Oppo Find N2 Flip,32,108,256,12,4.7435077430953765,1426,2520,1080,3.7,51323.53,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,16,12,256,12,3.825621874786355,1349,2520,1080,4.1,51253.4,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,12,200,256,6,5.0,675,2520,1080,4.0,51227.47,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,16,12,128,12,4.391304479956473,1923,2460,1080,4.2,51223.29,Midrange,50000-60000
Realme,Realme GT Neo 5,32,64,256,6,5.0,1483,2460,1080,4.1,51218.3,Midrange,50000-60000
Oneplus,OnePlus 11,16,50,512,12,5.0,668,2460,1080,3.9,51157.19,Midrange,50000-60000
Motorola,Moto Edge 20 Pro,12,12,512,6,5.0,1159,2520,1080,4.1,51139.97,Midrange,50000-60000
Oppo,Oppo F21 Pro,16,50,256,8,5.0,1762,2460,1080,4.2,51136.59,Midrange,50000-60000
Samsung,Galaxy Z Flip 4,16,50,128,12,5.0,790,2520,1080,3.9,51090.07,Midrange,50000-60000
Samsung,Galaxy S23,32,50,512,8,5.0,1597,2400,1080,4.4,51063.11,Midrange,50000-60000
Apple,iPhone SE 2022,32,108,128,8,5.0,1234,2460,1080,4.7,51049.74,Midrange,50000-60000
Motorola,Moto Edge 30 Ultra,20,50,256,6,5.0,1784,2400,1080,4.4,50998.92,Midrange,50000-60000
Pixel,Pixel 6 Pro,16,12,256,12,5.0,528,2340,1080,4.5,50887.63,Midrange,50000-60000
Motorola,Moto Razr 40,16,108,256,8,5.0,881,2400,1080,3.7,50875.81,Midrange,50000-60000
Motorola,Moto Razr 40 Ultra,16,48,512,8,5.0,534,2460,1080,3.6,50864.48,Midrange,50000-60000
Huawei,Huawei P60 Pro,16,12,256,12,5.0,1230,2400,1080,4.1,50744.0,Midrange,50000-60000
Motorola,Moto Razr 40 Ultra,16,12,128,8,4.715152756910193,1991,2400,1080,2.73,50717.44,Midrange,50000-60000
Apple,iPhone 7,12,12,256,6,5.0,1759,2400,1080,4.5,50708.87,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,12,200,256,12,5.0,1391,2520,1080,4.3,50678.24,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,32,48,256,8,5.0,633,2400,1080,4.0,50647.79,Midrange,50000-60000
Apple,iPhone 11,32,50,128,12,5.0,1347,2400,1080,4.0,50640.4,Midrange,50000-60000
Motorola,Moto G200,32,50,256,6,5.0,1994,2460,1080,3.7,50610.95,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,12,108,128,6,5.0,1187,2460,1080,4.2,50602.46,Midrange,50000-60000
Oneplus,OnePlus 8T,32,48,512,12,5.0,965,2400,1080,3.8,50592.64,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,16,12,512,8,5.0,987,2460,1080,4.0,50569.09,Midrange,50000-60000
RedMi,Redmi Note 12 Pro+,12,200,128,12,5.0,1507,2400,1080,4.1,50531.11,Midrange,50000-60000
Motorola,Moto Razr 40,32,50,256,12,5.0,1427,2400,1080,3.5,50360.54,Midrange,50000-60000
Samsung,Galaxy Note 20,12,12,128,6,5.0,1487,2340,1080,3.8,50320.57,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,32,200,256,12,5.0,854,2400,1080,3.7,50284.81,Midrange,50000-60000
Apple,iPhone 7,32,64,256,12,5.0,1624,2520,1080,4.9,50260.3,Midrange,50000-60000
Motorola,Moto Razr 40 Ultra,12,108,256,8,4.2768921809325615,534,2400,1080,4.3,50225.6,Midrange,50000-60000
Oneplus,OnePlus 9 Pro,32,108,512,12,5.0,1589,2400,1080,4.4,50196.45,Midrange,50000-60000
Samsung,Galaxy S23 Ultra,16,50,128,8,5.0,895,2460,1080,2.8,50179.98,Midrange,50000-60000
RedMi,Redmi Note 12 Pro+,16,200,128,8,5.0,1564,2520,1080,4.1,50104.57,Midrange,50000-60000
RedMi,Redmi Note 10 Pro,20,48,512,12,4.291810880279597,1981,2520,1080,4.3,50032.02,Midrange,50000-60000
Huawei,Huawei Y9s,20,50,256,12,5.0,1955,2460,1080,3.99,50008.97,Midrange,50000-60000
Samsung,Galaxy Z Flip 4,16,50,256,12,4.0,1560,2340,1080,3.8,49863.78,Midrange,40000-50000
Pixel,Pixel 4,12,50,128,8,4.0,1056,2460,1080,4.2,49849.16,Midrange,40000-50000
Samsung,Galaxy S23 Ultra,32,12,256,8,4.0,991,2460,1080,4.1,49842.89,Midrange,40000-50000
Samsung,Galaxy S23,12,50,256,12,4.0,1436,2400,1080,3.2,49794.94,Midrange,40000-50000
Realme,Realme GT Neo 5,20,48,256,6,4.0,989,2340,1080,4.7,49789.88,Midrange,40000-50000
Oneplus,OnePlus 8,20,50,256,8,4.0,1700,2520,1080,4.2,49785.32,Midrange,40000-50000
Samsung,Galaxy S23,12,108,512,12,4.0,1962,2340,1080,3.8,49781.17,Midrange,40000-50000
Motorola,Moto Edge 30 Ultra,12,50,128,8,4.0,1956,2520,1080,4.2,49758.11,Midrange,40000-50000
Motorola,Moto Edge 20,12,50,128,12,4.0,1851,2400,1080,3.6,49757.0,Midrange,40000-50000
Realme,Realme 10,32,50,256,12,4.0,1557,2460,1080,3.8,49749.84,Midrange,40000-50000
Oppo,Oppo Reno 8,12,50,256,12,4.0,616,2340,1080,4.3,49694.47,Midrange,40000-50000
Oppo,Oppo Reno 8,12,12,256,12,4.0,1730,2340,1080,4.5,49667.45,Midrange,40000-50000
Samsung,Galaxy S23,32,12,256,8,4.0,763,2400,1080,4.1,49659.59,Midrange,40000-50000
Oppo,Oppo Find N2 Flip,32,50,512,12,4.0,1742,2340,1080,4.0,49608.3,Midrange,40000-50000
Samsung,Galaxy Z Flip 4,12,48,512,12,4.0,1438,2520,1080,3.9,49597.88,Midrange,40000-50000
Oneplus,OnePlus 8T,20,50,256,12,4.0,1481,2520,1080,4.6,49586.72,Midrange,40000-50000
Samsung,Galaxy S23,16,50,256,12,4.0,894,2340,1080,3.9,49558.15,Midrange,40000-50000
Samsung,Galaxy Z Flip 4,32,48,128,12,4.0,1083,2460,1080,3.3,49511.67,Midrange,40000-50000
Samsung,Galaxy S23 Ultra,16,48,256,6,4.0,1342,2400,1080,4.3,49511.03,Midrange,40000-50000
Samsung,Galaxy Z Fold 4,32,50,256,12,4.0,756,2520,1080,4.1,49501.34,Midrange,40000-50000
Oppo,Oppo F17 Pro,20,50,512,12,3.0905947951283803,787,2520,1080,4.6,49499.48,Midrange,40000-50000
Pixel,Pixel 4 XL,16,12,128,12,4.0,1891,2460,1080,4.7,49423.9,Midrange,40000-50000
Oneplus,OnePlus 8 Pro,20,12,256,12,3.2900398025009494,1387,2340,1080,4.5,49421.59,Midrange,40000-50000
Motorola,Moto Edge 20 Pro,12,200,256,8,4.0,1303,2460,1080,3.9,49411.91,Midrange,40000-50000
Samsung,Galaxy Note 20,12,64,256,12,4.0,560,2460,1080,2.5,49347.61,Midrange,40000-50000
Oppo,Oppo Find N2 Flip,12,12,256,6,4.0,1109,2340,1080,3.1,49301.78,Midrange,40000-50000
Samsung,Galaxy Z Fold 4,12,48,128,12,4.0,1602,2520,1080,2.9,49281.39,Midrange,40000-50000
Samsung,Galaxy Note 20,12,48,512,12,4.0,826,2520,1080,4.8,49273.37,Midrange,40000-50000
Samsung,Galaxy S23,12,108,512,8,4.0,1178,2520,1080,4.5,49161.04,Midrange,40000-50000
Motorola,Moto Edge 30 Fusion,16,108,256,12,4.0,1562,2400,1080,3.8,49137.95,Midrange,40000-50000
Samsung,Galaxy S23,16,108,256,8,4.0,602,2520,1080,4.3,49006.6,Midrange,40000-50000
Motorola,Moto G200,12,108,512,12,4.0,1232,2520,1080,4.0,49000.27,Midrange,40000-50000
Samsung,Galaxy S23 Ultra,20,50,512,8,4.0,1391,2460,1080,4.1,48968.0,Midrange,40000-50000
Samsung,Galaxy S23 Ultra,12,108,512,8,4.0,967,2400,1080,3.9,48894.98,Midrange,40000-50000
Pixel,Pixel 6A,20,108,256,8,4.0,1959,2340,1080,4.5,48887.12,Midrange,40000-50000
Samsung,Galaxy S22 Ultra,20,108,512,8,4.0,904,2400,1080,2.7,48854.82,Midrange,40000-50000
Apple,iPhone SE 2022,12,50,256,8,4.0,881,2400,1080,4.4,48821.04,Midrange,40000-50000
Motorola,Moto G200,12,108,512,8,4.0,1497,2340,1080,3.9,48755.58,Midrange,40000-50000
Motorola,Moto Razr 40 Ultra,12,108,256,8,4.0,1182,2460,1080,3.3,48749.45,Midrange,40000-50000
Oneplus,OnePlus 11,12,50,512,8,4.0,1561,2460,1080,4.3,48687.46,Midrange,40000-50000
Samsung,Galaxy S22,20,64,512,8,4.0,1629,2340,1080,3.0,48653.9,Midrange,40000-50000
Samsung,Galaxy S23 Ultra,20,200,128,6,4.0,1126,2520,1080,3.9,48528.88,Midrange,40000-50000
Pixel,Pixel 7,20,64,128,12,4.0,1635,2520,1080,4.2,48520.62,Midrange,40000-50000
Samsung,Galaxy S23 Ultra,32,12,512,6,4.0,578,2340,1080,4.4,48466.57,Midrange,40000-50000
Vivo,Vivo X90 Pro+,16,108,128,12,4.0,1413,2520,1080,4.9,48466.25,Midrange,40000-50000
Huawei,Huawei Mate X3,20,200,512,6,4.0,1720,2460,1080,3.3,48423.75,Midrange,40000-50000
Realme,Realme GT Neo 5,32,12,128,6,4.0,716,2400,1080,4.5,48386.72,Midrange,40000-50000
Oppo,Oppo A74,32,12,128,12,4.0,1074,2340,1080,3.9,48335.04,Midrange,40000-50000
RedMi,Redmi Note 12 Pro+,12,64,512,6,4.0,1376,2460,1080,4.0,48267.68,Midrange,40000-50000
Motorola,Moto G82,16,50,128,12,4.0,1010,2460,1080,3.6,48267.14,Midrange,40000-50000
Samsung,Galaxy S23,20,12,256,12,4.0,1913,2340,1080,4.0,48201.56,Midrange,40000-50000
Samsung,Galaxy Note 20 Ultra,16,108,256,12,4.0,1688,2400,1080,5.0,48187.42,Midrange,40000-50000
Samsung,Galaxy S23 Ultra,16,108,128,12,4.0,1057,2400,1080,3.8,48179.25,Midrange,40000-50000
Realme,Realme GT Neo 5,12,108,256,12,4.0,1168,2520,1080,4.5,48105.72,Midrange,40000-50000
Samsung,Galaxy S23 Ultra,16,12,256,8,3.2465063514905346,1481,2400,1080,3.9,48077.04,Midrange,40000-50000
Motorola,Moto Edge 40 Pro,12,64,512,8,4.0,744,2460,1080,3.8,48006.04,Midrange,40000-50000
Samsung,Galaxy Z Flip 4,32,200,256,12,4.0,1533,2400,1080,4.0,47999.13,Midrange,40000-50000
Vivo,Vivo X90 Pro,16,50,512,8,4.0,1237,2400,1080,3.8,47972.19,Midrange,40000-50000
Realme,Realme 11 Pro+,16,12,256,8,4.0,1053,2460,1080,3.6,47966.51,Midrange,40000-50000
Motorola,Moto Edge 30 Ultra,16,50,256,6,4.0,1742,2520,1080,3.5,47941.6,Midrange,40000-50000
Pixel,Pixel 6 Pro,32,108,256,12,4.0,1383,2340,1080,4.5,47936.08,Midrange,40000-50000
Samsung,Galaxy S23,32,12,512,8,4.0,645,2460,1080,3.9,47934.07,Midrange,40000-50000
Samsung,Galaxy S23 Ultra,16,50,128,12,4.0,1644,2400,1080,4.5,47927.1,Midrange,40000-50000
Oppo,Oppo Find N2,12,108,128,8,4.0,1970,2400,1080,4.2,47885.61,Midrange,40000-50000
Samsung,Galaxy S23,20,12,256,8,4.0,621,2340,1080,4.3,47836.14,Midrange,40000-50000
Samsung,Galaxy S23 Ultra,20,12,256,8,4.0,1872,2400,1080,4.0,47812.06,Midrange,40000-50000
Pixel,Pixel 5,32,12,128,12,4.0,819,2520,1080,4.2,47802.91,Midrange,40000-50000
Pixel,Pixel 6A,16,12,512,6,4.0,1638,2520,1080,4.8,47782.52,Midrange,40000-50000
