index,Brand,Mobile Name,Front Camera (in MP),Primary Camera (in MP),Memory,RAM,Processor Performance,Battery Power(in mAh),Screen Height,Screen Width,Ratings,Price,Mobile Category,Price Range,Cluster
680,Motorola,Moto Edge 30 Ultra,32,200,256,8,5.0,1384.0,2400,1080,4.1,64475.61,Midrange,60000-70000,0
681,Samsung,Galaxy A73,32,200,256,6,5.0,1067.5,2640,1200,4.5,64297.69,Midrange,60000-70000,0
682,Samsung,Galaxy S23,32,200,256,12,5.0,1301.5,2460,1080,3.3,64179.45,Midrange,60000-70000,0
683,Samsung,Galaxy Z Flip 4,32,200,256,6,5.0,1450.0,2460,1080,3.8,64177.99,Midrange,60000-70000,0
684,Samsung,Galaxy Z Flip 4,32,200,256,6,5.0,1450.0,2460,1080,3.8,64173.13,Midrange,60000-70000,0
685,RedMi,Redmi Note 12 Pro+,32,200,512,12,4.0,1465.0,1970,900,4.8,64134.55,Midrange,60000-70000,0
686,Pixel,Pixel 7 Pro,32,200,256,12,5.0,1334.0,2520,1080,4.7,64132.05,Midrange,60000-70000,0
687,Vivo,Vivo X90 Pro+,32,200,512,12,5.0,1109.0,2460,1080,1.7,64099.3,Midrange,60000-70000,0
688,RedMi,Redmi Note 9,32,108,128,6,4.0,1429.0,2340,1080,2.8,64079.49,Midrange,60000-70000,3
689,Apple,iPhone 14 Pro Max,32,200,128,8,5.0,1074.0,2520,1080,3.59,64067.64,Midrange,60000-70000,0
690,Apple,iPhone 14 Pro Max,32,200,128,12,5.0,1074.0,2520,1080,4.7,64059.35,Midrange,60000-70000,0
691,Samsung,Galaxy S23 Ultra,32,200,256,12,5.0,1349.0,2460,1080,3.0,63931.85,Midrange,60000-70000,0
692,Realme,Realme GT 3,32,200,256,8,4.0,1299.0,1560,720,4.4,63830.27,Midrange,60000-70000,0
693,Samsung,Galaxy A53,32,108,128,12,4.686511265365595,976.5,2460,1080,3.2,63480.15,Midrange,60000-70000,0
694,Oppo,Oppo F17 Pro,32,108,512,12,5.0,959.0,2460,1080,4.1,63449.82,Midrange,60000-70000,0
695,Samsung,Galaxy Z Fold 4,32,200,512,12,5.0,1315.0,2520,1080,4.7,63357.26,Midrange,60000-70000,0
696,Apple,iPhone 14 Pro Max,32,200,256,12,5.0,1074.0,2520,1080,4.1,63175.24,Midrange,60000-70000,0
697,Vivo,Vivo T1 Pro,16,200,512,8,4.5,1768.0,2460,1080,3.9,62953.26,Midrange,60000-70000,1
698,Apple,iPhone 13,20,200,512,12,5.0,1245.5,2460,1080,4.9,62945.2,Midrange,60000-70000,0
699,Apple,iPhone 13,20,200,512,6,5.0,1245.5,2460,1080,4.4,62809.65,Midrange,60000-70000,0
700,Samsung,Galaxy Note 20 Ultra,32,200,256,8,5.0,1386.5,2460,1080,4.5,62629.78,Midrange,60000-70000,0
701,Samsung,Galaxy Z Flip 4,32,200,512,12,5.0,1450.0,2460,1080,4.3,62486.08,Midrange,60000-70000,0
702,Vivo,Vivo V27,20,108,256,8,5.0,1601.5,2790,1260,4.8,62395.5,Midrange,60000-70000,1
703,Pixel,Pixel 6,16,50,512,6,5.0,884.0,2820,1260,4.2,62314.83,Midrange,60000-70000,1
704,Oppo,Oppo Find N2 Flip,32,200,128,8,4.859365842493663,1436.0,2490,1080,3.8,62274.97,Midrange,60000-70000,0
705,Motorola,Moto Razr 40,32,200,256,12,5.0,1330.0,2460,1080,4.1,62159.9,Midrange,60000-70000,0
706,Huawei,Huawei Nova 11,32,64,256,12,5.0,829.0,2630,1170,3.9,62081.86,Midrange,60000-70000,0
707,Pixel,Pixel 7,20,200,256,6,5.0,1476.0,2520,1080,4.8,61723.77,Midrange,60000-70000,0
708,RedMi,Redmi Note 12 Pro+,32,200,128,8,4.0,1465.0,1970,900,3.5,61691.6,Midrange,60000-70000,4
709,Samsung,Galaxy S23 Ultra,32,200,256,8,5.0,1349.0,2460,1080,3.7,61547.88,Midrange,60000-70000,0
710,RedMi,Redmi Note 12 Pro,32,200,256,6,5.0,1395.0,2340,1080,3.8,61537.5,Midrange,60000-70000,0
711,Huawei,Huawei P60 Pro,20,108,256,6,5.0,1230.0,2400,1080,3.9,61506.25,Midrange,60000-70000,1
712,Oneplus,OnePlus 11R,32,200,128,8,5.0,1294.0,2460,1080,3.5,61436.11,Midrange,60000-70000,0
713,Motorola,Moto Edge 30 Fusion,20,200,256,8,4.0,959.0,2460,1080,4.7,61251.9,Midrange,60000-70000,1
714,Samsung,Galaxy Note 20,32,200,256,12,5.0,1487.0,2460,1080,3.7,61210.32,Midrange,60000-70000,0
715,Samsung,Galaxy Note 20 Ultra,32,200,256,12,5.0,1386.5,2460,1080,3.1,61157.21,Midrange,60000-70000,0
716,Apple,iPhone 14,32,200,512,12,5.0,1367.0,2460,1080,5.0,61091.32,Midrange,60000-70000,0
717,Apple,iPhone 13 Pro,20,108,128,8,5.0,1371.0,2520,1080,4.1,61027.49,Midrange,60000-70000,1
718,Apple,iPhone 14,32,200,256,12,5.0,1367.0,2460,1080,4.5,60989.82,Midrange,60000-70000,0
719,Apple,iPhone 14 Pro,32,200,512,8,5.0,1086.0,2460,1080,4.4,60882.66,Midrange,60000-70000,0
720,Oneplus,OnePlus 10 Pro,32,200,256,12,5.0,1018.5,2520,1080,4.0,60855.39,Midrange,60000-70000,0
721,Oneplus,OnePlus 10 Pro,32,200,256,12,5.0,1018.5,2520,1080,4.5,60847.91,Midrange,60000-70000,0
722,Oneplus,OnePlus 11,32,200,256,12,5.0,1278.0,2460,1080,4.3,60708.59,Midrange,60000-70000,0
723,Apple,iPhone 13,20,200,512,12,5.0,1245.5,2460,1080,4.8,60641.13,Midrange,60000-70000,0
724,Realme,Realme GT Neo 5,32,200,512,8,4.0,1348.0,2340,1080,4.6,60582.0,Midrange,60000-70000,0
725,RedMi,Redmi Note 12 Pro,32,200,512,8,5.0,1395.0,2340,1080,3.7,60481.94,Midrange,60000-70000,0
726,Oppo,Oppo Reno 7 Pro,20,200,512,6,4.5308876024132605,1493.5,2400,1080,4.0,60478.8,Midrange,60000-70000,0
727,Realme,Realme GT 3,32,200,128,12,4.0,1299.0,1560,720,3.7,60436.56,Midrange,60000-70000,0
728,Apple,iPhone 12 Pro,32,108,512,6,5.0,1788.5,2660,1170,4.5,60363.76,Midrange,60000-70000,0
729,Apple,iPhone 14 Pro Max,32,200,512,12,5.0,1074.0,2520,1080,4.7,60259.06,Midrange,60000-70000,0
730,Samsung,Galaxy S22 Ultra,32,200,128,12,5.0,1194.0,2460,1080,4.2,60146.4,Midrange,60000-70000,0
731,Realme,Realme 10 Pro,32,108,128,12,4.429208163888157,1205.0,2000,900,4.1,60097.9,Midrange,60000-70000,0
732,Realme,Realme GT Neo 5,32,200,256,12,4.0,1348.0,2340,1080,4.8,60043.32,Midrange,60000-70000,0
733,Apple,iPhone 14,32,200,256,12,5.0,1367.0,2460,1080,4.4,60017.44,Midrange,60000-70000,0
734,Oppo,Oppo Reno 7,16,200,128,12,4.0,1216.0,2460,1080,4.6,59967.34,Midrange,50000-60000,1
735,Oppo,Oppo F21 Pro,32,200,512,12,4.0,1397.0,2460,1080,3.8,59717.98,Midrange,50000-60000,0
736,Apple,iPhone 12,16,200,256,6,5.0,1332.0,2580,1140,4.7,59494.88,Midrange,50000-60000,1
737,Samsung,Galaxy Z Fold 4,32,200,256,12,5.0,1315.0,2520,1080,4.5,59492.0,Midrange,50000-60000,0
738,Samsung,Galaxy S23 Ultra,32,200,256,12,5.0,1349.0,2460,1080,4.4,59465.92,Midrange,50000-60000,0
739,Oneplus,OnePlus 11,32,200,512,8,5.0,1278.0,2460,1080,4.5,59464.34,Midrange,50000-60000,0
740,Samsung,Galaxy S22,32,200,128,6,5.0,1456.0,2520,1080,3.9,59459.22,Midrange,50000-60000,0
741,Samsung,Galaxy S22 Ultra,32,200,256,12,5.0,1194.0,2460,1080,3.9,59393.22,Midrange,50000-60000,0
742,Oneplus,OnePlus 11,32,200,128,12,5.0,1278.0,2460,1080,4.1,59376.97,Midrange,50000-60000,0
743,Pixel,Pixel 4 XL,16,200,256,8,5.0,1900.5,2490,1080,3.8,59334.2,Midrange,50000-60000,1
744,RedMi,Redmi Note 12 Pro,32,200,512,6,5.0,1395.0,2340,1080,4.2,59259.84,Midrange,50000-60000,0
745,Samsung,Galaxy S23 Ultra,32,200,128,12,5.0,1349.0,2460,1080,4.0,59252.56,Midrange,50000-60000,0
746,Pixel,Pixel 5,32,108,256,8,5.0,1429.0,2520,1080,4.6,59203.59,Midrange,50000-60000,0
747,Pixel,Pixel 7 Pro,32,200,128,6,5.0,1334.0,2520,1080,4.7,58934.64,Midrange,50000-60000,0
748,Realme,Realme 10 Pro,32,108,256,8,4.429208163888157,1205.0,2000,900,3.8,58910.69,Midrange,50000-60000,0
749,Samsung,Galaxy S23 Ultra,32,200,512,12,5.0,1349.0,2460,1080,4.0,58819.56,Midrange,50000-60000,0
750,Samsung,Galaxy S23 Ultra,32,200,128,6,5.0,1349.0,2460,1080,4.2,58812.99,Midrange,50000-60000,0
751,RedMi,Redmi Note 12 Pro+,32,200,256,8,4.0,1465.0,1970,900,3.7,58591.07,Midrange,50000-60000,0
752,Realme,Realme GT Neo 5,32,200,256,12,4.0,1348.0,2340,1080,4.4,58505.74,Midrange,50000-60000,0
753,Pixel,Pixel 7,20,200,128,6,5.0,1476.0,2520,1080,4.6,58398.57,Midrange,50000-60000,0
754,Oneplus,OnePlus 11R,32,200,128,8,5.0,1294.0,2460,1080,4.1,58387.59,Midrange,50000-60000,0
755,Samsung,Galaxy S23 Ultra,32,200,256,12,5.0,1349.0,2460,1080,1.7,58349.59,Midrange,50000-60000,0
756,Oppo,Oppo Find N2,32,200,128,6,5.0,1393.0,2490,1080,4.2,58304.45,Midrange,50000-60000,0
757,Oppo,Oppo F19 Pro,32,200,512,8,5.0,1307.5,2340,1080,4.3,58254.32,Midrange,50000-60000,0
758,Samsung,Galaxy Z Flip 4,32,200,512,8,5.0,1450.0,2460,1080,3.7,58190.5,Midrange,50000-60000,0
759,Oneplus,OnePlus 9 Pro,32,200,256,12,5.0,1452.0,2460,1080,2.85,58064.64,Midrange,50000-60000,0
760,Apple,iPhone 14 Pro Max,32,200,512,8,5.0,1074.0,2520,1080,4.3,57972.95,Midrange,50000-60000,0
761,Samsung,Galaxy S23 Ultra,32,200,256,6,5.0,1349.0,2460,1080,3.8,57919.48,Midrange,50000-60000,0
762,Apple,iPhone 13 Pro,20,108,256,12,5.0,1371.0,2520,1080,3.4,57900.56,Midrange,50000-60000,1
763,Vivo,Vivo X90,32,200,256,8,5.0,1531.5,2460,1080,3.7,57893.23,Midrange,50000-60000,0
764,Samsung,Galaxy Note 20 Ultra,32,200,512,12,5.0,1386.5,2460,1080,3.7,57855.13,Midrange,50000-60000,0
765,RedMi,Redmi Note 11 Pro,32,108,512,8,5.0,1614.0,2340,1080,4.4,57745.67,Midrange,50000-60000,0
766,Vivo,Vivo X90 Pro+,32,200,256,8,5.0,1109.0,2460,1080,3.8,57661.01,Midrange,50000-60000,0
767,Samsung,Galaxy S23 Ultra,32,200,256,12,5.0,1349.0,2460,1080,4.2,57636.75,Midrange,50000-60000,0
768,Pixel,Pixel 6 Pro,32,108,128,6,5.0,1138.0,2340,1080,4.5,57635.03,Midrange,50000-60000,0
769,Pixel,Pixel 4 XL,16,200,128,12,5.0,1900.5,2490,1080,4.4,57560.44,Midrange,50000-60000,1
770,Realme,Realme GT Neo 5,32,200,256,12,4.0,1348.0,2340,1080,3.6,57528.73,Midrange,50000-60000,0
771,Vivo,Vivo X90 Pro+,32,200,256,12,5.0,1109.0,2460,1080,4.5,57506.28,Midrange,50000-60000,0
772,Samsung,Galaxy Note 20 Ultra,32,200,512,12,5.0,1386.5,2460,1080,3.9,57376.72,Midrange,50000-60000,0
773,Samsung,Galaxy S22 Ultra,32,200,512,6,5.0,1194.0,2460,1080,2.9,57331.03,Midrange,50000-60000,0
774,Apple,iPhone 13 Mini,32,64,256,12,5.0,1842.0,2800,1260,4.7,57229.62,Midrange,50000-60000,0
775,Oneplus,OnePlus 10 Pro,32,200,256,12,5.0,1018.5,2520,1080,4.9,57229.33,Midrange,50000-60000,0
776,Samsung,Galaxy S23 Ultra,32,200,128,8,5.0,1349.0,2460,1080,3.5,57140.14,Midrange,50000-60000,0
777,Samsung,Galaxy Note 20,32,200,256,12,5.0,1487.0,2460,1080,3.3,57084.46,Midrange,50000-60000,0
778,Samsung,Galaxy S23 Ultra,32,200,512,6,5.0,1349.0,2460,1080,4.2,57012.8,Midrange,50000-60000,0
779,Samsung,Galaxy S22 Ultra,32,200,256,12,5.0,1194.0,2460,1080,3.7,56860.09,Midrange,50000-60000,0
780,Samsung,Galaxy S22 Ultra,32,200,256,8,5.0,1194.0,2460,1080,3.4,56847.9,Midrange,50000-60000,0
781,Oneplus,OnePlus 8T,32,200,128,12,5.0,1193.0,2520,1080,4.2,56692.28,Midrange,50000-60000,0
782,Apple,iPhone 14 Pro Max,32,200,128,12,5.0,1074.0,2520,1080,4.4,56686.53,Midrange,50000-60000,0
783,Apple,iPhone 14 Pro Max,32,200,256,8,5.0,1074.0,2520,1080,4.2,56661.25,Midrange,50000-60000,0
784,Samsung,Galaxy S23 Ultra,32,200,128,12,5.0,1349.0,2460,1080,4.1,56644.9,Midrange,50000-60000,0
785,Samsung,Galaxy S23,32,200,128,12,5.0,1301.5,2460,1080,4.2,56592.04,Midrange,50000-60000,0
786,Oneplus,OnePlus 11R,32,200,256,12,5.0,1294.0,2460,1080,3.9,56544.8,Midrange,50000-60000,0
787,Samsung,Galaxy Note 20,32,200,256,8,5.0,1487.0,2460,1080,4.3,56527.65,Midrange,50000-60000,0
788,Samsung,Galaxy S22 Ultra,32,200,256,8,5.0,1194.0,2460,1080,3.4,56490.61,Midrange,50000-60000,0
789,RedMi,Redmi Note 12 Pro,32,200,256,6,5.0,1395.0,2340,1080,4.1,56451.04,Midrange,50000-60000,0
790,Motorola,Moto Edge 30 Ultra,32,200,128,12,5.0,1384.0,2400,1080,3.1,56421.96,Midrange,50000-60000,0
791,Realme,Realme GT Neo 5,32,200,256,12,4.0,1348.0,2340,1080,3.5,56403.5,Midrange,50000-60000,0
792,Apple,iPhone 14,32,200,128,8,5.0,1367.0,2460,1080,4.2,56329.43,Midrange,50000-60000,0
793,RedMi,Redmi Note 10 Pro,32,108,128,8,4.0,1564.0,1560,720,3.9,56323.48,Midrange,50000-60000,3
794,Samsung,Galaxy S23 Ultra,32,200,512,8,5.0,1349.0,2460,1080,4.5,56322.92,Midrange,50000-60000,0
795,Samsung,Galaxy S23,32,200,256,12,5.0,1301.5,2460,1080,3.6,56267.71,Midrange,50000-60000,0
796,Samsung,Galaxy Note 20,32,200,256,12,5.0,1487.0,2460,1080,3.8,56244.32,Midrange,50000-60000,0
797,Motorola,Moto Razr 40,32,200,128,12,5.0,1330.0,2460,1080,4.1,56240.13,Midrange,50000-60000,0
798,Oneplus,OnePlus Nord 2T,12,48,256,8,5.0,669.0,2340,1080,4.5,56160.56,Midrange,50000-60000,1
799,Oneplus,OnePlus 9 Pro,32,200,512,6,5.0,1452.0,2460,1080,3.6,56143.83,Midrange,50000-60000,0
800,Oneplus,OnePlus 11R,32,200,128,12,5.0,1294.0,2460,1080,4.0,56101.23,Midrange,50000-60000,0
801,Apple,iPhone 12,16,200,128,8,5.0,1332.0,2580,1140,4.1,56098.76,Midrange,50000-60000,1
802,Samsung,Galaxy S23 Ultra,32,200,512,12,5.0,1349.0,2460,1080,4.6,56082.61,Midrange,50000-60000,0
803,Samsung,Galaxy A53,32,108,256,12,4.686511265365595,976.5,2460,1080,3.75,56078.33,Midrange,50000-60000,0
804,Pixel,Pixel 4,16,108,256,6,5.0,1495.5,2430,1080,4.5,56055.07,Midrange,50000-60000,1
805,Apple,iPhone 12 Mini,32,200,256,12,5.0,1701.5,2640,1200,4.7,55964.92,Midrange,50000-60000,0
806,Samsung,Galaxy A73,32,200,256,6,5.0,1067.5,2640,1200,3.8,55953.52,Midrange,50000-60000,0
807,Apple,iPhone 11,32,200,128,8,3.0,1339.5,1560,720,4.7,55916.8,Midrange,50000-60000,4
808,Samsung,Galaxy S23,32,200,512,8,5.0,1301.5,2460,1080,4.2,55820.44,Midrange,50000-60000,0
809,Oneplus,OnePlus 11,32,200,128,12,5.0,1278.0,2460,1080,4.8,55812.81,Midrange,50000-60000,0
810,Samsung,Galaxy Note 20 Ultra,32,200,256,8,5.0,1386.5,2460,1080,4.6,55752.59,Midrange,50000-60000,0
811,Samsung,Galaxy Z Fold 4,32,200,256,12,5.0,1315.0,2520,1080,4.1,55748.29,Midrange,50000-60000,0
812,Apple,iPhone 6S,20,64,512,12,3.5,996.0,1970,900,4.3,55681.01,Midrange,50000-60000,1
813,Samsung,Galaxy S23 Ultra,32,200,512,12,5.0,1349.0,2460,1080,3.7,55641.56,Midrange,50000-60000,0
814,Samsung,Galaxy S23,32,200,512,6,5.0,1301.5,2460,1080,3.2,55611.1,Midrange,50000-60000,0
815,Samsung,Galaxy S23,32,200,128,12,5.0,1301.5,2460,1080,3.6,55583.11,Midrange,50000-60000,0
816,Oneplus,OnePlus 8,20,50,256,8,4.0,1358.0,2460,1080,4.0,55545.57,Midrange,50000-60000,1
817,Samsung,Galaxy Note 20 Ultra,32,200,128,6,5.0,1386.5,2460,1080,4.3,55493.09,Midrange,50000-60000,0
818,Samsung,Galaxy S23,32,200,128,8,5.0,1301.5,2460,1080,4.2,55484.67,Midrange,50000-60000,0
819,Samsung,Galaxy S23 Ultra,32,200,128,12,5.0,1349.0,2460,1080,3.6,55325.51,Midrange,50000-60000,0
820,Realme,Realme GT Neo 5,32,200,512,12,4.0,1348.0,2340,1080,3.4,55310.38,Midrange,50000-60000,0
821,Motorola,Moto G200,32,200,128,12,4.094725218982141,1519.0,2460,1080,3.6,55216.32,Midrange,50000-60000,0
822,Realme,Realme 10,32,108,128,12,4.0,1636.5,1580,720,3.9,55130.61,Midrange,50000-60000,0
823,Samsung,Galaxy Z Flip 4,32,200,256,12,5.0,1450.0,2460,1080,3.4,54980.79,Midrange,50000-60000,0
824,Samsung,Galaxy S23,32,200,256,12,5.0,1301.5,2460,1080,3.0,54908.16,Midrange,50000-60000,0
825,Apple,iPhone 11,32,200,512,6,3.0,1339.5,1560,720,4.5,54863.28,Midrange,50000-60000,4
826,Vivo,Vivo X90 Pro+,32,200,128,12,5.0,1109.0,2460,1080,4.0,54856.05,Midrange,50000-60000,0
827,Samsung,Galaxy A53,32,108,512,6,4.686511265365595,976.5,2460,1080,3.8,54845.51,Midrange,50000-60000,0
828,Samsung,Galaxy S23 Ultra,32,200,256,12,5.0,1349.0,2460,1080,2.8,54693.31,Midrange,50000-60000,0
829,Samsung,Galaxy Z Fold 4,32,200,512,12,5.0,1315.0,2520,1080,4.2,54678.77,Midrange,50000-60000,0
830,Samsung,Galaxy S23,32,200,128,8,5.0,1301.5,2460,1080,4.9,54538.42,Midrange,50000-60000,0
831,RedMi,Redmi Note 12,32,200,256,12,4.0,1509.0,1600,720,3.8,54466.35,Midrange,50000-60000,0
832,Samsung,Galaxy A53,32,108,512,12,4.686511265365595,976.5,2460,1080,3.9,54450.2,Midrange,50000-60000,0
833,Samsung,Galaxy Note 20 Ultra,32,200,128,12,5.0,1386.5,2460,1080,3.3,54364.8,Midrange,50000-60000,0
834,RedMi,Redmi Note 11,32,200,256,6,4.402600805708426,1197.5,2460,1080,3.6,54364.24,Midrange,50000-60000,0
835,Samsung,Galaxy Z Fold 4,32,200,512,12,5.0,1315.0,2520,1080,3.4,54338.48,Midrange,50000-60000,0
836,Oneplus,OnePlus 8T,32,200,256,8,5.0,1193.0,2520,1080,3.8,54313.68,Midrange,50000-60000,0
837,Oneplus,OnePlus 11R,32,200,128,8,5.0,1294.0,2460,1080,4.8,54284.06,Midrange,50000-60000,0
838,Samsung,Galaxy S23 Ultra,32,200,512,12,5.0,1349.0,2460,1080,3.5,54200.0,Midrange,50000-60000,0
839,Apple,iPhone 8,16,64,512,6,3.760084654311864,841.0,1560,720,5.0,54179.21,Midrange,50000-60000,1
840,Samsung,Galaxy Note 20,32,200,256,6,5.0,1487.0,2460,1080,4.2,54087.56,Midrange,50000-60000,0
841,Samsung,Galaxy Z Flip 4,32,200,256,12,5.0,1450.0,2460,1080,4.0,54035.19,Midrange,50000-60000,0
842,Pixel,Pixel 7 Pro,32,200,512,12,5.0,1334.0,2520,1080,3.7,53983.41,Midrange,50000-60000,0
843,Samsung,Galaxy Note 20 Ultra,32,200,512,12,5.0,1386.5,2460,1080,4.2,53935.35,Midrange,50000-60000,0
844,Samsung,Galaxy S23 Ultra,32,200,256,8,5.0,1349.0,2460,1080,4.2,53900.18,Midrange,50000-60000,0
845,Samsung,Galaxy Z Fold 4,32,200,128,8,5.0,1315.0,2520,1080,3.96,53559.96,Midrange,50000-60000,0
846,Motorola,Moto Razr 40,32,200,512,8,5.0,1330.0,2460,1080,3.4,53534.28,Midrange,50000-60000,0
847,Huawei,Huawei Mate 50,32,108,512,6,5.0,1405.0,2400,1080,4.1,53490.9,Midrange,50000-60000,0
848,Samsung,Galaxy S23,32,200,256,8,5.0,1301.5,2460,1080,4.0,53457.64,Midrange,50000-60000,0
849,Samsung,Galaxy S23,32,200,128,12,5.0,1301.5,2460,1080,4.4,53339.98,Midrange,50000-60000,0
850,Samsung,Galaxy Z Fold 4,32,200,512,12,5.0,1315.0,2520,1080,4.1,53109.8,Midrange,50000-60000,0
851,RedMi,Redmi Note 12 Pro+,32,200,512,12,4.0,1465.0,1970,900,4.1,53084.16,Midrange,50000-60000,0
852,RedMi,Redmi Note 12 Pro+,32,200,128,12,4.0,1465.0,1970,900,3.8,53072.19,Midrange,50000-60000,0
853,Samsung,Galaxy Z Fold 4,32,200,128,8,5.0,1315.0,2520,1080,4.2,53051.65,Midrange,50000-60000,0
854,Apple,iPhone 8 Plus,20,108,512,12,3.0,1104.0,1600,720,4.6,52977.44,Midrange,50000-60000,1
855,Apple,iPhone 7 Plus,32,200,256,12,3.0,1040.0,1600,720,4.5,52784.23,Midrange,50000-60000,4
856,Samsung,Galaxy S23,32,200,512,12,5.0,1301.5,2460,1080,3.5,52665.24,Midrange,50000-60000,0
857,Samsung,Galaxy Z Flip 4,32,200,128,12,5.0,1450.0,2460,1080,3.7,52644.95,Midrange,50000-60000,0
858,Samsung,Galaxy Z Flip 4,32,200,128,12,5.0,1450.0,2460,1080,4.0,52597.38,Midrange,50000-60000,0
859,Samsung,Galaxy S23 Ultra,32,200,256,12,5.0,1349.0,2460,1080,4.2,52538.96,Midrange,50000-60000,0
860,Samsung,Galaxy S23 Ultra,32,200,512,12,5.0,1349.0,2460,1080,4.1,52494.64,Midrange,50000-60000,0
861,Samsung,Galaxy Note 20,32,200,256,6,5.0,1487.0,2460,1080,3.6,52434.07,Midrange,50000-60000,0
862,Oneplus,OnePlus 9 Pro,32,200,512,12,5.0,1452.0,2460,1080,4.6,52388.77,Midrange,50000-60000,0
863,RedMi,Redmi Note 12 Pro+,32,200,128,12,4.0,1465.0,1970,900,3.2,52243.17,Midrange,50000-60000,0
864,Oneplus,OnePlus 11,32,200,256,12,5.0,1278.0,2460,1080,4.3,52241.17,Midrange,50000-60000,0
865,Samsung,Galaxy Z Flip 4,32,200,128,12,5.0,1450.0,2460,1080,3.7,52196.2,Midrange,50000-60000,0
866,Samsung,Galaxy A73,32,200,256,8,5.0,1067.5,2640,1200,3.8,52173.84,Midrange,50000-60000,0
867,Samsung,Galaxy S22 Ultra,32,200,256,8,5.0,1194.0,2460,1080,3.4,52166.57,Midrange,50000-60000,0
868,Samsung,Galaxy S23,32,200,128,12,5.0,1301.5,2460,1080,4.3,52136.11,Midrange,50000-60000,0
869,Samsung,Galaxy S23 Ultra,32,200,256,12,5.0,1349.0,2460,1080,4.0,52108.92,Midrange,50000-60000,0
870,Samsung,Galaxy Z Flip 4,32,200,128,12,5.0,1450.0,2460,1080,3.7,52072.72,Midrange,50000-60000,0
871,Samsung,Galaxy Z Fold 4,32,200,128,12,5.0,1315.0,2520,1080,4.4,52048.37,Midrange,50000-60000,0
872,Motorola,Moto Razr 40 Ultra,32,200,512,6,5.0,1182.0,2460,1080,4.1,51993.23,Midrange,50000-60000,0
873,Huawei,Huawei Mate 50,32,108,256,12,5.0,1405.0,2400,1080,3.8,51985.42,Midrange,50000-60000,0
874,Motorola,Moto Razr 40 Ultra,32,200,128,6,5.0,1182.0,2460,1080,3.9,51941.87,Midrange,50000-60000,0
875,Pixel,Pixel 7,20,200,128,8,5.0,1476.0,2520,1080,4.2,51864.07,Midrange,50000-60000,0
876,Pixel,Pixel 6 Pro,32,108,512,6,5.0,1138.0,2340,1080,4.65,51863.23,Midrange,50000-60000,0
877,Motorola,Moto G200,32,200,512,8,4.094725218982141,1519.0,2460,1080,3.5,51767.01,Midrange,50000-60000,0
878,Oneplus,OnePlus 11,32,200,256,8,5.0,1278.0,2460,1080,4.2,51730.19,Midrange,50000-60000,0
879,Samsung,Galaxy Z Fold 4,32,200,512,6,5.0,1315.0,2520,1080,4.4,51721.74,Midrange,50000-60000,0
880,Motorola,Moto Edge 40 Pro,32,200,128,12,5.0,1430.5,2520,1080,3.4,51600.11,Midrange,50000-60000,0
881,Samsung,Galaxy S22,32,200,256,8,5.0,1456.0,2520,1080,3.9,51507.32,Midrange,50000-60000,0
882,Samsung,Galaxy S23,32,200,256,12,5.0,1301.5,2460,1080,3.7,51326.67,Midrange,50000-60000,0
883,Oppo,Oppo Find N2 Flip,32,200,256,12,4.859365842493663,1436.0,2490,1080,3.7,51323.53,Midrange,50000-60000,0
884,Samsung,Galaxy S23 Ultra,32,200,256,12,5.0,1349.0,2460,1080,4.1,51253.4,Midrange,50000-60000,0
885,Samsung,Galaxy S23 Ultra,32,200,256,6,5.0,1349.0,2460,1080,4.0,51227.47,Midrange,50000-60000,0
886,Samsung,Galaxy S23 Ultra,32,200,128,12,5.0,1349.0,2460,1080,4.2,51223.29,Midrange,50000-60000,0
887,Realme,Realme GT Neo 5,32,200,256,6,4.0,1348.0,2340,1080,4.1,51218.3,Midrange,50000-60000,4
888,Oneplus,OnePlus 11,32,200,512,12,5.0,1278.0,2460,1080,3.9,51157.19,Midrange,50000-60000,0
889,Motorola,Moto Edge 20 Pro,20,200,512,6,4.0,1055.0,2460,1080,4.1,51139.97,Midrange,50000-60000,1
890,Oppo,Oppo F21 Pro,32,200,256,8,4.0,1397.0,2460,1080,4.2,51136.59,Midrange,50000-60000,0
891,Samsung,Galaxy Z Flip 4,32,200,128,12,5.0,1450.0,2460,1080,3.9,51090.07,Midrange,50000-60000,0
892,Samsung,Galaxy S23,32,200,512,8,5.0,1301.5,2460,1080,4.4,51063.11,Midrange,50000-60000,0
893,Apple,iPhone SE 2022,32,108,128,8,4.0,1055.0,1560,720,4.7,51049.74,Midrange,50000-60000,3
894,Motorola,Moto Edge 30 Ultra,32,200,256,6,5.0,1384.0,2400,1080,4.4,50998.92,Midrange,50000-60000,0
895,Pixel,Pixel 6 Pro,32,108,256,12,5.0,1138.0,2340,1080,4.5,50887.63,Midrange,50000-60000,0
896,Motorola,Moto Razr 40,32,200,256,8,5.0,1330.0,2460,1080,3.7,50875.81,Midrange,50000-60000,0
897,Motorola,Moto Razr 40 Ultra,32,200,512,8,5.0,1182.0,2460,1080,3.6,50864.48,Midrange,50000-60000,0
898,Huawei,Huawei P60 Pro,20,108,256,12,5.0,1230.0,2400,1080,4.1,50744.0,Midrange,50000-60000,1
899,Motorola,Moto Razr 40 Ultra,32,200,128,8,5.0,1182.0,2460,1080,2.73,50717.44,Midrange,50000-60000,0
